,ID,Crop_Damage
150,F00000558,1
151,F00000566,1
152,F00000567,0
153,F00000568,0
154,F00000574,0
155,F00000579,0
156,F00000583,0
157,F00000586,0
158,F00000589,1
159,F00000592,1
160,F00000594,1
161,F00000600,0
162,F00000603,0
163,F00000604,0
164,F00000608,0
165,F00000622,1
166,F00000632,0
167,F00000637,0
168,F00000642,0
169,F00000643,0
170,F00000648,0
171,F00000665,0
172,F00000666,1
173,F00000667,0
174,F00000669,0
175,F00000675,0
176,F00000676,0
177,F00000684,0
178,F00000685,0
179,F00000689,0
180,F00000697,1
181,F00000703,0
182,F00000704,0
183,F00000708,0
184,F00000714,0
185,F00000720,0
186,F00000727,0
187,F00000729,0
188,F00000730,0
189,F00000732,0
190,F00000736,0
191,F00000742,0
192,F00000744,1
193,F00000745,0
194,F00000751,0
195,F00000752,1
196,F00000753,1
197,F00000754,0
198,F00000755,0
199,F00000756,0
200,F00000759,0
201,F00000762,0
202,F00000768,0
203,F00000770,1
204,F00000773,0
205,F00000776,0
206,F00000781,0
207,F00000785,0
208,F00000790,0
209,F00000794,0
210,F00000797,1
211,F00000799,0
212,F00000800,0
213,F00000801,0
214,F00000807,0
215,F00000810,0
216,F00000811,0
217,F00000812,0
218,F00000831,0
219,F00000832,1
220,F00000837,1
221,F00000842,0
222,F00000847,0
223,F00000851,0
224,F00000854,0
225,F00000855,0
226,F00000857,0
227,F00000858,0
228,F00000860,0
229,F00000861,1
230,F00000863,0
231,F00000864,0
232,F00000865,0
233,F00000868,0
234,F00000869,0
235,F00000871,0
236,F00000879,0
237,F00000882,0
238,F00000883,0
239,F00000885,0
240,F00000891,1
241,F00000892,0
242,F00000896,0
243,F00000902,1
244,F00000903,0
245,F00000907,0
246,F00000915,0
247,F00000918,0
248,F00000922,0
249,F00000926,0
250,F00000930,0
251,F00000931,0
252,F00000932,1
253,F00000934,0
254,F00000940,0
255,F00000941,0
256,F00000947,1
257,F00000948,0
258,F00000955,1
259,F00000960,1
260,F00000966,1
261,F00000970,1
262,F00000972,0
263,F00000977,0
264,F00000980,0
265,F00000983,0
266,F00001001,0
267,F00001006,0
268,F00001010,0
269,F00001015,0
270,F00001017,0
271,F00001020,0
272,F00001033,0
273,F00001034,0
274,F00001036,1
275,F00001042,0
276,F00001047,0
277,F00001050,0
278,F00001054,1
279,F00001058,0
280,F00001075,0
281,F00001081,0
282,F00001085,1
283,F00001088,0
284,F00001092,0
285,F00001093,0
286,F00001095,0
287,F00001096,0
288,F00001103,0
289,F00001108,0
290,F00001109,0
291,F00001110,0
292,F00001115,0
293,F00001122,0
294,F00001123,0
295,F00001125,0
296,F00001129,0
297,F00001133,0
298,F00001137,0
299,F00001141,0
300,F00001145,0
301,F00001148,0
302,F00001150,0
303,F00001159,0
304,F00001161,0
305,F00001167,0
306,F00001172,0
307,F00001174,0
308,F00001175,0
309,F00001178,0
310,F00001180,0
311,F00001185,0
312,F00001195,0
313,F00001196,0
314,F00001202,0
315,F00001204,0
316,F00001208,0
317,F00001213,0
318,F00001215,0
319,F00001217,0
320,F00001219,0
321,F00001223,0
322,F00001226,0
323,F00001227,0
324,F00001231,0
325,F00001234,0
326,F00001236,0
327,F00001237,0
328,F00001238,0
329,F00001239,0
330,F00001240,0
331,F00001241,0
332,F00001242,0
333,F00001244,0
334,F00001249,0
335,F00001257,1
336,F00001259,0
337,F00001261,0
338,F00001263,0
339,F00001266,0
340,F00001269,0
341,F00001272,0
342,F00001274,0
343,F00001278,0
344,F00001279,0
345,F00001283,0
346,F00001290,0
347,F00001296,0
348,F00001302,0
349,F00001306,0
350,F00001309,1
351,F00001316,0
352,F00001331,0
353,F00001335,0
354,F00001343,0
355,F00001345,0
356,F00001352,0
357,F00001358,0
358,F00001361,0
359,F00001375,0
360,F00001382,0
361,F00001384,0
362,F00001386,0
363,F00001387,0
364,F00001391,0
365,F00001407,0
366,F00001408,0
367,F00001411,0
368,F00001420,0
369,F00001423,0
370,F00001426,0
371,F00001430,0
372,F00001438,0
373,F00001452,0
374,F00001456,0
375,F00001463,0
376,F00001471,0
377,F00001476,1
378,F00001478,0
379,F00001479,0
380,F00001482,0
381,F00001483,0
382,F00001484,0
383,F00001491,0
384,F00001492,0
385,F00001494,0
386,F00001498,0
387,F00001501,0
388,F00001507,0
389,F00001514,1
390,F00001515,0
391,F00001517,0
392,F00001519,0
393,F00001521,1
394,F00001527,0
395,F00001530,0
396,F00001532,0
397,F00001533,0
398,F00001537,0
399,F00001539,0
400,F00001541,1
401,F00001542,1
402,F00001544,0
403,F00001547,0
404,F00001551,0
405,F00001562,0
406,F00001563,0
407,F00001564,0
408,F00001565,1
409,F00001566,0
410,F00001576,0
411,F00001577,0
412,F00001578,0
413,F00001580,0
414,F00001583,0
415,F00001588,0
416,F00001589,0
417,F00001594,0
418,F00001596,0
419,F00001601,1
420,F00001605,0
421,F00001607,0
422,F00001612,0
423,F00001615,1
424,F00001620,0
425,F00001631,0
426,F00001636,1
427,F00001638,0
428,F00001645,0
429,F00001651,0
430,F00001663,0
431,F00001669,0
432,F00001674,0
433,F00001690,1
434,F00001692,0
435,F00001695,0
436,F00001697,0
437,F00001702,0
438,F00001705,1
439,F00001715,0
440,F00001720,0
441,F00001722,0
442,F00001723,0
443,F00001727,0
444,F00001730,0
445,F00001731,0
446,F00001732,0
447,F00001737,0
448,F00001738,0
449,F00001741,0
450,F00001743,0
451,F00001747,1
452,F00001749,0
453,F00001751,0
454,F00001753,0
455,F00001755,0
456,F00001759,0
457,F00001765,0
458,F00001767,0
459,F00001772,1
460,F00001788,0
461,F00001793,0
462,F00001800,0
463,F00001801,0
464,F00001804,0
465,F00001805,0
466,F00001806,1
467,F00001808,0
468,F00001811,0
469,F00001815,0
470,F00001821,0
471,F00001825,0
472,F00001826,0
473,F00001828,0
474,F00001831,1
475,F00001835,0
476,F00001837,0
477,F00001839,0
478,F00001842,0
479,F00001843,0
480,F00001844,0
481,F00001845,0
482,F00001847,0
483,F00001859,0
484,F00001861,0
485,F00001866,1
486,F00001870,0
487,F00001873,0
488,F00001877,0
489,F00001883,0
490,F00001885,0
491,F00001888,0
492,F00001890,0
493,F00001892,0
494,F00001895,0
495,F00001901,0
496,F00001902,0
497,F00001904,0
498,F00001906,0
499,F00001910,0
500,F00001912,0
501,F00001913,0
502,F00001919,0
503,F00001920,1
504,F00001924,0
505,F00001930,0
506,F00001937,0
507,F00001941,0
508,F00001942,0
509,F00001946,0
510,F00001954,0
511,F00001956,0
512,F00001961,0
513,F00001962,0
514,F00001982,0
515,F00001986,0
516,F00001988,0
517,F00001991,0
518,F00001996,0
519,F00001997,0
520,F00001999,0
521,F00002001,0
522,F00002002,0
523,F00002004,0
524,F00002012,0
525,F00002013,0
526,F00002021,0
527,F00002022,0
528,F00002027,0
529,F00002036,0
530,F00002037,0
531,F00002042,0
532,F00002043,0
533,F00002048,0
534,F00002051,0
535,F00002057,0
536,F00002060,0
537,F00002068,0
538,F00002069,0
539,F00002070,0
540,F00002077,0
541,F00002078,0
542,F00002081,0
543,F00002088,0
544,F00002089,0
545,F00002092,0
546,F00002095,0
547,F00002096,0
548,F00002097,0
549,F00002103,0
550,F00002104,0
551,F00002108,0
552,F00002111,0
553,F00002115,0
554,F00002117,1
555,F00002120,0
556,F00002125,0
557,F00002133,0
558,F00002135,0
559,F00002138,0
560,F00002143,0
561,F00002145,1
562,F00002150,0
563,F00002153,0
564,F00002155,0
565,F00002163,0
566,F00002167,0
567,F00002171,0
568,F00002180,0
569,F00002185,0
570,F00002187,0
571,F00002188,0
572,F00002189,0
573,F00002194,0
574,F00002195,0
575,F00002201,0
576,F00002204,0
577,F00002208,0
578,F00002211,0
579,F00002227,0
580,F00002228,0
581,F00002233,0
582,F00002234,0
583,F00002242,0
584,F00002243,0
585,F00002244,0
586,F00002246,0
587,F00002248,0
588,F00002250,0
589,F00002258,0
590,F00002263,0
591,F00002265,0
592,F00002266,0
593,F00002267,0
594,F00002273,0
595,F00002280,0
596,F00002281,0
597,F00002282,0
598,F00002287,0
599,F00002290,0
600,F00002292,0
601,F00002293,0
602,F00002294,0
603,F00002295,0
604,F00002297,0
605,F00002303,0
606,F00002307,0
607,F00002309,0
608,F00002313,0
609,F00002328,0
610,F00002329,0
611,F00002335,0
612,F00002336,0
613,F00002343,0
614,F00002344,1
615,F00002352,0
616,F00002353,0
617,F00002354,0
618,F00002355,0
619,F00002361,0
620,F00002364,0
621,F00002367,0
622,F00002370,0
623,F00002374,0
624,F00002380,0
625,F00002382,0
626,F00002389,0
627,F00002390,0
628,F00002391,0
629,F00002401,0
630,F00002404,0
631,F00002405,0
632,F00002413,0
633,F00002418,0
634,F00002422,0
635,F00002426,0
636,F00002430,0
637,F00002436,0
638,F00002438,0
639,F00002440,0
640,F00002445,0
641,F00002446,0
642,F00002451,0
643,F00002454,0
644,F00002455,0
645,F00002458,0
646,F00002463,1
647,F00002465,0
648,F00002466,0
649,F00002469,0
650,F00002474,0
651,F00002477,0
652,F00002478,0
653,F00002479,0
654,F00002485,0
655,F00002486,0
656,F00002489,0
657,F00002495,0
658,F00002501,0
659,F00002503,0
660,F00002505,0
661,F00002507,0
662,F00002509,1
663,F00002514,1
664,F00002515,1
665,F00002516,0
666,F00002522,0
667,F00002523,0
668,F00002527,0
669,F00002530,0
670,F00002539,0
671,F00002544,0
672,F00002548,0
673,F00002552,0
674,F00002556,0
675,F00002563,0
676,F00002564,0
677,F00002567,0
678,F00002572,0
679,F00002582,0
680,F00002583,0
681,F00002586,0
682,F00002593,0
683,F00002596,0
684,F00002597,0
685,F00002598,0
686,F00002600,0
687,F00002602,0
688,F00002605,0
689,F00002612,0
690,F00002613,0
691,F00002615,0
692,F00002617,0
693,F00002621,0
694,F00002623,1
695,F00002624,1
696,F00002625,0
697,F00002626,0
698,F00002629,0
699,F00002632,0
700,F00002640,0
701,F00002641,0
702,F00002650,0
703,F00002655,0
704,F00002658,0
705,F00002662,0
706,F00002671,0
707,F00002673,0
708,F00002675,0
709,F00002676,0
710,F00002677,0
711,F00002687,0
712,F00002690,0
713,F00002693,0
714,F00002695,0
715,F00002697,0
716,F00002698,0
717,F00002700,0
718,F00002702,0
719,F00002707,1
720,F00002710,0
721,F00002711,0
722,F00002727,0
723,F00002731,0
724,F00002733,0
725,F00002740,0
726,F00002742,0
727,F00002744,0
728,F00002747,0
729,F00002756,0
730,F00002757,0
731,F00002760,0
732,F00002767,0
733,F00002774,0
734,F00002785,0
735,F00002786,0
736,F00002790,0
737,F00002791,0
738,F00002792,1
739,F00002800,0
740,F00002802,0
741,F00002805,0
742,F00002806,0
743,F00002810,0
744,F00002815,0
745,F00002817,0
746,F00002822,0
747,F00002823,0
748,F00002824,0
749,F00002827,0
750,F00002830,0
751,F00002832,0
752,F00002842,0
753,F00002843,0
754,F00002844,0
755,F00002854,0
756,F00002861,0
757,F00002863,0
758,F00002870,0
759,F00002871,0
760,F00002873,0
761,F00002874,0
762,F00002881,0
763,F00002886,0
764,F00002891,0
765,F00002897,0
766,F00002899,0
767,F00002903,0
768,F00002904,0
769,F00002907,1
770,F00002915,0
771,F00002917,0
772,F00002927,0
773,F00002929,0
774,F00002930,1
775,F00002933,0
776,F00002934,0
777,F00002940,0
778,F00002943,0
779,F00002950,0
780,F00002951,0
781,F00002952,0
782,F00002954,0
783,F00002955,0
784,F00002962,0
785,F00002964,0
786,F00002965,0
787,F00002966,0
788,F00002975,0
789,F00002979,0
790,F00002990,0
791,F00002994,0
792,F00002996,0
793,F00003008,0
794,F00003013,0
795,F00003015,0
796,F00003016,0
797,F00003019,0
798,F00003029,0
799,F00003030,0
800,F00003031,0
801,F00003050,0
802,F00003061,0
803,F00003065,1
804,F00003070,0
805,F00003072,0
806,F00003075,0
807,F00003085,0
808,F00003089,0
809,F00003093,0
810,F00003094,0
811,F00003097,0
812,F00003099,0
813,F00003100,0
814,F00003107,0
815,F00003111,0
816,F00003112,0
817,F00003115,0
818,F00003118,0
819,F00003119,0
820,F00003130,1
821,F00003131,0
822,F00003138,0
823,F00003150,0
824,F00003153,0
825,F00003154,0
826,F00003158,0
827,F00003162,0
828,F00003166,0
829,F00003170,0
830,F00003172,0
831,F00003181,0
832,F00003182,0
833,F00003187,0
834,F00003192,0
835,F00003193,0
836,F00003194,0
837,F00003195,0
838,F00003199,1
839,F00003207,0
840,F00003208,1
841,F00003210,0
842,F00003211,0
843,F00003212,0
844,F00003221,0
845,F00003222,0
846,F00003223,0
847,F00003227,0
848,F00003228,0
849,F00003232,1
850,F00003233,0
851,F00003236,0
852,F00003242,0
853,F00003244,0
854,F00003246,0
855,F00003258,0
856,F00003259,0
857,F00003262,0
858,F00003263,1
859,F00003269,0
860,F00003271,0
861,F00003275,0
862,F00003282,0
863,F00003284,0
864,F00003285,0
865,F00003317,0
866,F00003318,0
867,F00003321,0
868,F00003325,0
869,F00003326,0
870,F00003330,0
871,F00003333,0
872,F00003337,0
873,F00003340,0
874,F00003359,0
875,F00003362,0
876,F00003366,0
877,F00003371,1
878,F00003374,0
879,F00003376,0
880,F00003388,0
881,F00003390,0
882,F00003391,0
883,F00003392,0
884,F00003393,0
885,F00003396,0
886,F00003399,0
887,F00003401,0
888,F00003406,0
889,F00003409,1
890,F00003411,1
891,F00003417,0
892,F00003418,0
893,F00003420,1
894,F00003421,0
895,F00003427,0
896,F00003437,0
897,F00003441,0
898,F00003450,1
899,F00003452,0
900,F00003456,0
901,F00003464,0
902,F00003467,0
903,F00003471,0
904,F00003472,0
905,F00003473,0
906,F00003484,0
907,F00003488,1
908,F00003490,1
909,F00003493,1
910,F00003495,0
911,F00003503,0
912,F00003508,1
913,F00003512,1
914,F00003514,0
915,F00003519,0
916,F00003522,0
917,F00003523,0
918,F00003525,0
919,F00003528,0
920,F00003530,0
921,F00003532,0
922,F00003539,0
923,F00003540,0
924,F00003545,0
925,F00003546,0
926,F00003567,0
927,F00003568,0
928,F00003569,0
929,F00003571,0
930,F00003572,0
931,F00003575,0
932,F00003578,0
933,F00003583,0
934,F00003584,0
935,F00003589,0
936,F00003590,0
937,F00003601,0
938,F00003607,0
939,F00003621,0
940,F00003627,0
941,F00003628,0
942,F00003629,0
943,F00003632,0
944,F00003640,0
945,F00003642,0
946,F00003644,0
947,F00003649,0
948,F00003654,0
949,F00003660,0
950,F00003661,0
951,F00003665,0
952,F00003667,0
953,F00003672,0
954,F00003676,0
955,F00003678,0
956,F00003683,0
957,F00003684,0
958,F00003685,0
959,F00003686,0
960,F00003687,0
961,F00003691,0
962,F00003695,0
963,F00003697,0
964,F00003698,0
965,F00003705,0
966,F00003711,0
967,F00003713,0
968,F00003714,0
969,F00003715,0
970,F00003721,0
971,F00003727,0
972,F00003728,0
973,F00003732,0
974,F00003733,0
975,F00003740,0
976,F00003743,0
977,F00003746,0
978,F00003750,0
979,F00003751,0
980,F00003752,0
981,F00003762,0
982,F00003766,0
983,F00003767,0
984,F00003769,0
985,F00003771,0
986,F00003773,0
987,F00003774,0
988,F00003775,0
989,F00003776,0
990,F00003777,0
991,F00003778,0
992,F00003779,0
993,F00003784,0
994,F00003785,0
995,F00003786,0
996,F00003787,0
997,F00003793,0
998,F00003798,0
999,F00003799,0
1000,F00003803,0
1001,F00003804,0
1002,F00003807,0
1003,F00003810,0
1004,F00003814,0
1005,F00003818,0
1006,F00003819,0
1007,F00003825,0
1008,F00003828,0
1009,F00003829,0
1010,F00003830,0
1011,F00003832,0
1012,F00003834,0
1013,F00003835,0
1014,F00003836,0
1015,F00003838,0
1016,F00003839,0
1017,F00003840,0
1018,F00003844,0
1019,F00003846,0
1020,F00003849,0
1021,F00003853,0
1022,F00003854,0
1023,F00003861,0
1024,F00003863,0
1025,F00003864,0
1026,F00003869,0
1027,F00003871,0
1028,F00003873,0
1029,F00003875,0
1030,F00003876,0
1031,F00003877,1
1032,F00003879,1
1033,F00003880,0
1034,F00003886,0
1035,F00003889,0
1036,F00003901,0
1037,F00003911,0
1038,F00003913,0
1039,F00003915,0
1040,F00003918,0
1041,F00003921,0
1042,F00003922,0
1043,F00003924,0
1044,F00003925,0
1045,F00003926,0
1046,F00003927,0
1047,F00003928,0
1048,F00003929,0
1049,F00003932,0
1050,F00003934,0
1051,F00003936,0
1052,F00003938,0
1053,F00003945,0
1054,F00003947,0
1055,F00003949,0
1056,F00003951,0
1057,F00003955,0
1058,F00003960,0
1059,F00003963,0
1060,F00003967,0
1061,F00003968,0
1062,F00003972,0
1063,F00003976,0
1064,F00003980,0
1065,F00003981,0
1066,F00003982,0
1067,F00003985,0
1068,F00003996,0
1069,F00004003,0
1070,F00004005,0
1071,F00004009,0
1072,F00004011,0
1073,F00004018,0
1074,F00004026,0
1075,F00004029,0
1076,F00004034,0
1077,F00004036,0
1078,F00004041,0
1079,F00004044,0
1080,F00004048,0
1081,F00004049,0
1082,F00004054,0
1083,F00004058,0
1084,F00004060,0
1085,F00004064,1
1086,F00004065,1
1087,F00004069,0
1088,F00004073,0
1089,F00004075,0
1090,F00004081,0
1091,F00004084,0
1092,F00004094,0
1093,F00004095,0
1094,F00004096,0
1095,F00004098,0
1096,F00004103,0
1097,F00004104,0
1098,F00004107,0
1099,F00004121,0
1100,F00004122,0
1101,F00004128,0
1102,F00004130,0
1103,F00004138,0
1104,F00004142,0
1105,F00004146,0
1106,F00004147,0
1107,F00004151,1
1108,F00004153,0
1109,F00004157,0
1110,F00004161,0
1111,F00004162,0
1112,F00004163,0
1113,F00004167,0
1114,F00004168,0
1115,F00004169,0
1116,F00004170,0
1117,F00004179,0
1118,F00004183,0
1119,F00004185,0
1120,F00004186,0
1121,F00004191,0
1122,F00004193,0
1123,F00004204,0
1124,F00004205,0
1125,F00004207,0
1126,F00004211,0
1127,F00004215,0
1128,F00004219,0
1129,F00004223,0
1130,F00004228,0
1131,F00004229,0
1132,F00004231,0
1133,F00004233,0
1134,F00004234,0
1135,F00004235,0
1136,F00004237,0
1137,F00004239,1
1138,F00004250,0
1139,F00004254,1
1140,F00004256,0
1141,F00004259,0
1142,F00004260,0
1143,F00004269,0
1144,F00004271,0
1145,F00004281,0
1146,F00004287,0
1147,F00004289,0
1148,F00004295,0
1149,F00004296,0
1150,F00004305,0
1151,F00004312,0
1152,F00004313,0
1153,F00004314,1
1154,F00004319,0
1155,F00004325,0
1156,F00004328,0
1157,F00004329,0
1158,F00004334,0
1159,F00004349,0
1160,F00004365,0
1161,F00004366,0
1162,F00004367,0
1163,F00004371,0
1164,F00004372,0
1165,F00004376,0
1166,F00004380,0
1167,F00004384,0
1168,F00004388,0
1169,F00004396,0
1170,F00004404,0
1171,F00004408,0
1172,F00004413,0
1173,F00004421,0
1174,F00004423,0
1175,F00004424,0
1176,F00004428,0
1177,F00004429,0
1178,F00004439,0
1179,F00004440,0
1180,F00004450,0
1181,F00004451,0
1182,F00004453,0
1183,F00004454,0
1184,F00004456,0
1185,F00004457,0
1186,F00004458,0
1187,F00004460,0
1188,F00004469,0
1189,F00004479,0
1190,F00004480,0
1191,F00004485,0
1192,F00004489,0
1193,F00004490,0
1194,F00004496,0
1195,F00004497,0
1196,F00004498,0
1197,F00004501,0
1198,F00004510,0
1199,F00004514,0
1200,F00004515,0
1201,F00004516,0
1202,F00004517,0
1203,F00004518,0
1204,F00004519,0
1205,F00004527,0
1206,F00004531,0
1207,F00004537,0
1208,F00004540,0
1209,F00004544,0
1210,F00004545,0
1211,F00004547,0
1212,F00004548,1
1213,F00004555,1
1214,F00004557,0
1215,F00004561,0
1216,F00004566,0
1217,F00004569,0
1218,F00004570,0
1219,F00004573,0
1220,F00004575,0
1221,F00004577,0
1222,F00004579,0
1223,F00004582,0
1224,F00004583,0
1225,F00004585,0
1226,F00004587,0
1227,F00004588,0
1228,F00004589,0
1229,F00004597,0
1230,F00004598,0
1231,F00004599,0
1232,F00004600,0
1233,F00004602,0
1234,F00004606,0
1235,F00004609,0
1236,F00004610,0
1237,F00004611,0
1238,F00004612,0
1239,F00004615,0
1240,F00004623,0
1241,F00004638,0
1242,F00004640,0
1243,F00004649,0
1244,F00004650,0
1245,F00004651,0
1246,F00004652,0
1247,F00004655,0
1248,F00004656,0
1249,F00004658,0
1250,F00004660,0
1251,F00004664,0
1252,F00004665,1
1253,F00004667,0
1254,F00004670,0
1255,F00004672,0
1256,F00004673,0
1257,F00004674,0
1258,F00004676,0
1259,F00004678,0
1260,F00004679,0
1261,F00004684,0
1262,F00004689,0
1263,F00004698,0
1264,F00004699,0
1265,F00004702,0
1266,F00004703,0
1267,F00004704,0
1268,F00004706,0
1269,F00004709,0
1270,F00004710,1
1271,F00004716,1
1272,F00004718,0
1273,F00004719,0
1274,F00004723,0
1275,F00004725,0
1276,F00004726,0
1277,F00004727,0
1278,F00004736,0
1279,F00004737,0
1280,F00004738,0
1281,F00004739,0
1282,F00004750,0
1283,F00004751,0
1284,F00004753,0
1285,F00004755,0
1286,F00004765,0
1287,F00004767,0
1288,F00004768,0
1289,F00004770,0
1290,F00004773,0
1291,F00004774,0
1292,F00004778,0
1293,F00004779,1
1294,F00004782,1
1295,F00004788,0
1296,F00004794,0
1297,F00004801,0
1298,F00004807,0
1299,F00004808,0
1300,F00004813,0
1301,F00004818,0
1302,F00004824,0
1303,F00004825,0
1304,F00004826,0
1305,F00004829,0
1306,F00004830,0
1307,F00004831,0
1308,F00004832,0
1309,F00004833,1
1310,F00004838,0
1311,F00004840,0
1312,F00004841,0
1313,F00004843,0
1314,F00004845,0
1315,F00004847,0
1316,F00004848,0
1317,F00004854,0
1318,F00004855,0
1319,F00004862,0
1320,F00004872,0
1321,F00004882,0
1322,F00004885,0
1323,F00004886,0
1324,F00004893,1
1325,F00004898,0
1326,F00004899,0
1327,F00004901,0
1328,F00004902,0
1329,F00004910,0
1330,F00004912,0
1331,F00004913,0
1332,F00004918,0
1333,F00004922,0
1334,F00004934,0
1335,F00004938,0
1336,F00004943,0
1337,F00004957,0
1338,F00004958,0
1339,F00004962,0
1340,F00004964,0
1341,F00004966,0
1342,F00004975,0
1343,F00004979,0
1344,F00004980,0
1345,F00004985,0
1346,F00004986,0
1347,F00004991,0
1348,F00004992,0
1349,F00004996,0
1350,F00005000,0
1351,F00005003,0
1352,F00005007,0
1353,F00005014,0
1354,F00005015,0
1355,F00005023,0
1356,F00005029,0
1357,F00005031,0
1358,F00005032,0
1359,F00005033,0
1360,F00005036,0
1361,F00005038,0
1362,F00005040,0
1363,F00005042,0
1364,F00005043,0
1365,F00005048,0
1366,F00005051,0
1367,F00005054,0
1368,F00005057,0
1369,F00005062,0
1370,F00005064,0
1371,F00005067,0
1372,F00005075,0
1373,F00005082,0
1374,F00005084,0
1375,F00005087,0
1376,F00005093,0
1377,F00005097,0
1378,F00005100,0
1379,F00005101,0
1380,F00005104,0
1381,F00005105,0
1382,F00005110,1
1383,F00005117,0
1384,F00005120,0
1385,F00005125,0
1386,F00005131,0
1387,F00005142,0
1388,F00005145,0
1389,F00005147,0
1390,F00005149,0
1391,F00005150,0
1392,F00005155,0
1393,F00005157,1
1394,F00005158,1
1395,F00005159,1
1396,F00005164,0
1397,F00005169,0
1398,F00005176,0
1399,F00005177,0
1400,F00005185,0
1401,F00005192,0
1402,F00005194,0
1403,F00005195,0
1404,F00005199,0
1405,F00005202,0
1406,F00005213,0
1407,F00005214,0
1408,F00005218,0
1409,F00005223,0
1410,F00005230,0
1411,F00005235,0
1412,F00005236,0
1413,F00005238,0
1414,F00005239,0
1415,F00005240,0
1416,F00005242,0
1417,F00005245,0
1418,F00005249,1
1419,F00005253,1
1420,F00005256,1
1421,F00005258,0
1422,F00005262,0
1423,F00005264,0
1424,F00005265,0
1425,F00005273,0
1426,F00005282,0
1427,F00005285,0
1428,F00005289,0
1429,F00005295,1
1430,F00005297,0
1431,F00005298,0
1432,F00005302,0
1433,F00005306,0
1434,F00005310,0
1435,F00005317,0
1436,F00005320,0
1437,F00005323,0
1438,F00005325,0
1439,F00005329,0
1440,F00005347,0
1441,F00005350,0
1442,F00005351,0
1443,F00005352,0
1444,F00005359,0
1445,F00005362,0
1446,F00005365,0
1447,F00005366,0
1448,F00005367,0
1449,F00005374,0
1450,F00005377,0
1451,F00005385,1
1452,F00005388,0
1453,F00005389,0
1454,F00005392,0
1455,F00005393,0
1456,F00005397,0
1457,F00005403,0
1458,F00005404,0
1459,F00005421,0
1460,F00005424,0
1461,F00005428,0
1462,F00005433,0
1463,F00005435,0
1464,F00005438,0
1465,F00005441,0
1466,F00005443,0
1467,F00005449,0
1468,F00005451,0
1469,F00005453,0
1470,F00005468,0
1471,F00005472,0
1472,F00005477,0
1473,F00005484,0
1474,F00005485,0
1475,F00005488,0
1476,F00005493,0
1477,F00005500,0
1478,F00005502,0
1479,F00005511,0
1480,F00005512,0
1481,F00005521,0
1482,F00005527,0
1483,F00005528,0
1484,F00005531,0
1485,F00005533,0
1486,F00005536,0
1487,F00005537,0
1488,F00005543,0
1489,F00005548,0
1490,F00005549,0
1491,F00005550,0
1492,F00005552,0
1493,F00005553,0
1494,F00005554,0
1495,F00005556,0
1496,F00005560,0
